ocel_id;ocel_time;ocel_changed_field;p_mass[kg];p_material[EN10130:2006];i_material-steel-pin[kg];s_co2e[kg]
o_steelpin_341;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_342;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_343;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_344;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_345;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_346;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_347;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_348;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_349;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_350;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_351;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_352;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_353;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_354;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_355;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_356;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_357;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_358;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_359;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_360;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_361;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_362;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_363;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_364;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_365;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_366;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_367;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_368;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_369;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_370;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_371;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_372;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_373;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_374;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_375;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_376;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_377;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_378;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_379;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_380;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_381;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_382;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_383;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_384;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_385;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_386;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_387;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_388;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_389;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_390;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_391;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_392;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_393;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_394;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_395;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_396;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_397;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_398;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_399;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_400;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_401;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_402;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_403;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_404;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_405;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_406;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_407;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_408;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_409;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_410;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_411;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_412;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_413;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_414;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_415;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_416;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_417;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_418;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_419;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_420;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_421;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_422;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_423;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_424;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_425;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_426;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_427;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_428;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_429;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_430;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_431;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_432;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_433;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_434;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_435;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_436;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_437;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_438;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_439;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_440;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_441;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_442;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_443;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_444;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_445;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_446;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_447;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_448;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_449;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_450;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_451;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_452;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_453;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_454;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_455;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_456;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_457;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_458;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_459;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_460;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_461;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_462;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_463;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_464;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_465;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_466;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_467;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_468;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_469;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_470;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_471;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_472;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_473;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_474;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_475;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_476;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_477;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_478;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_479;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_480;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_481;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_482;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_483;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_484;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_485;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_486;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_487;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_488;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_489;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_490;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_491;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_492;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_493;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_494;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_495;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_496;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_497;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_498;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_499;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_500;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_501;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_502;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_503;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_504;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_505;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_506;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_507;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_508;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_509;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_510;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_511;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_512;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_513;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_514;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_515;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_516;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_517;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_518;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_519;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_520;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_521;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_522;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_523;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_524;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_525;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_526;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_527;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_528;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_529;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_530;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_531;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_532;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_533;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_534;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_535;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_536;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_537;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_538;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_539;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_540;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_541;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_542;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_543;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_544;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_545;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_546;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_547;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_548;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_549;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_550;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_551;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_552;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_553;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_554;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_555;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_556;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_557;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_558;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_559;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_560;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_561;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_562;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_563;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_564;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_565;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_566;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_567;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_568;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_569;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_570;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_571;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_572;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_573;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_574;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_575;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_576;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_577;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_578;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_579;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_580;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_581;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_582;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_583;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_584;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_585;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_586;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_587;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_588;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_589;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_590;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_591;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_592;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_593;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_594;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_595;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_596;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_597;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_598;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_599;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_600;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_601;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_602;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_603;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_604;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_605;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_606;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_607;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_608;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_609;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_610;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_611;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_612;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_613;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_614;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_615;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_616;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_617;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_618;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_619;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_620;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_621;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_622;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_623;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_624;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_625;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_626;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_627;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_628;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_629;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_630;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_631;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_632;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_633;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_634;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_635;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_636;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_637;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_638;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_639;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_640;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_641;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_642;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_643;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_644;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_645;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_646;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_647;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_648;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_649;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_650;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_651;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_652;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_653;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_654;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_655;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_656;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_657;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_658;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_659;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_660;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_661;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_662;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_663;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_664;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_665;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_666;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_667;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_668;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_669;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_670;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_671;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_672;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_673;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_674;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_675;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_676;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_677;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_678;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_679;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_680;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_681;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_682;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_683;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_684;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_685;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_686;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_687;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_688;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
