ocel_id;ocel_time;ocel_changed_field;p_mass[kg];p_material[EN10130:2006];i_material-steel-pin[kg];s_co2e[kg]
o_steelpin_1519;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1520;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1521;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1522;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1523;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1524;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1525;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1526;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1527;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1528;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1529;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1530;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1531;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1532;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1533;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1534;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1535;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1536;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1537;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1538;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1539;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1540;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1541;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1542;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1543;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1544;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1545;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1546;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1547;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1548;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1549;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1550;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1551;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1552;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1553;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1554;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1555;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1556;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1557;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1558;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1559;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1560;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1561;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1562;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1563;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1564;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1565;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1566;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1567;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1568;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1569;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1570;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1571;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1572;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1573;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1574;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1575;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1576;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1577;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1578;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1579;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1580;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1581;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1582;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1583;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1584;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1585;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1586;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1587;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1588;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1589;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1590;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1591;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1592;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1593;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1594;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1595;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1596;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1597;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1598;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1599;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1600;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1601;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1602;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1603;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1604;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1605;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1606;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1607;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1608;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1609;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1610;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1611;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1612;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1613;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1614;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1615;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1616;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1617;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1618;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1619;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1620;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1621;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1622;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1623;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1624;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1625;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1626;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1627;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1628;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1629;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1630;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1631;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1632;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1633;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1634;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1635;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1636;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1637;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1638;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1639;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1640;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1641;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1642;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1643;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1644;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1645;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1646;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1647;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1648;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1649;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1650;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1651;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1652;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1653;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1654;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1655;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1656;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1657;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1658;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1659;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1660;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1661;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1662;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1663;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1664;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1665;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1666;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1667;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1668;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1669;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1670;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1671;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1672;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1673;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1674;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1675;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1676;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1677;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1678;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1679;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1680;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1681;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1682;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1683;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1684;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1685;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1686;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1687;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1688;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1689;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1690;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1691;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1692;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1693;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1694;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1695;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1696;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1697;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1698;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1699;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1700;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1701;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1702;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1703;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1704;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1705;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1706;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1707;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1708;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1709;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1710;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1711;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1712;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1713;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1714;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1715;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1716;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1717;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1718;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1719;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1720;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1721;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1722;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1723;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1724;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1725;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1726;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1727;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1728;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1729;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1730;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1731;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1732;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1733;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1734;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1735;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1736;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1737;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1738;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1739;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1740;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1741;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1742;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1743;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1744;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1745;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1746;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1747;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1748;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1749;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1750;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1751;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1752;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1753;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1754;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1755;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1756;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1757;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1758;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1759;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1760;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1761;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1762;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1763;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1764;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1765;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1766;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1767;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1768;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1769;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1770;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1771;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1772;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1773;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1774;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1775;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1776;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1777;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1778;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1779;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1780;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1781;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1782;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1783;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1784;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1785;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1786;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1787;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1788;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1789;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1790;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1791;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1792;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1793;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1794;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1795;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1796;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1797;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1798;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1799;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1800;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1801;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1802;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1803;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1804;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1805;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1806;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1807;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1808;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1809;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1810;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1811;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1812;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1813;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1814;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1815;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1816;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1817;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1818;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1819;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1820;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1821;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1822;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1823;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1824;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1825;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1826;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1827;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1828;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1829;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1830;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1831;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1832;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1833;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1834;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1835;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1836;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1837;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1838;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1839;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1840;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1841;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1842;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1843;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1844;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1845;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1846;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1847;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1848;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1849;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1850;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1851;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1852;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1853;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1854;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1855;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1856;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1857;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
