ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_compressed-air[m3]
e_checkFemale_2940>true;2023-04-05 09:20:50;?;0.00246924;0.038
e_checkFemale_2985>true;2023-04-05 09:21:11;?;0.00045486;0.007
e_checkFemale_2841>true;2023-04-05 09:21:22;?;0.00077976;0.012
e_checkFemale_3190>true;2023-04-05 09:21:32;?;0.00175446;0.027
e_checkFemale_2667>true;2023-04-05 09:21:54;?;0.00038988;0.006
e_checkFemale_3165>true;2023-04-05 09:22:14;?;0.00077976;0.012
e_checkFemale_2773>true;2023-04-05 09:22:24;?;0.00142956;0.022
e_checkFemale_3142>true;2023-04-05 09:22:34;?;0.00142956;0.022
e_checkFemale_3141>true;2023-04-05 09:22:44;?;0.00045486;0.007
e_checkFemale_2691>true;2023-04-05 09:23:16;?;0.00123462;0.019
e_checkFemale_3028>true;2023-04-05 09:23:26;?;0.00051984;0.008
e_checkFemale_2943>true;2023-04-05 09:23:47;?;0.00103968;0.016
e_checkFemale_2955>true;2023-04-05 09:24:19;?;0.0019494;0.03
e_checkFemale_2840>true;2023-04-05 09:25:32;?;0.00071478;0.011
e_checkFemale_3076>true;2023-04-05 09:26:03;?;0.0006498;0.01
e_checkFemale_3087>true;2023-04-05 09:26:14;?;0.0016245;0.025
e_checkFemale_3110>true;2023-04-05 09:26:24;?;0.00116964;0.018
e_checkFemale_2699>true;2023-04-05 09:26:35;?;0.0012996;0.02
e_checkFemale_2937>true;2023-04-05 09:27:07;?;0.00071478;0.011
e_checkFemale_3004>true;2023-04-05 09:27:37;?;0.0009747;0.015
e_checkFemale_3063>true;2023-04-05 09:27:58;?;0.0022743;0.035
e_checkFemale_3207>true;2023-04-05 09:28:29;?;0.0016245;0.025
e_checkFemale_3100>true;2023-04-05 09:28:49;?;0.00168948;0.026
e_checkFemale_3000>true;2023-04-05 09:29:10;?;0.00058482;0.009
e_checkFemale_2964>true;2023-04-05 09:29:21;?;0.00071478;0.011
e_checkFemale_3184>true;2023-04-05 09:29:31;?;0.00149454;0.023
e_checkFemale_3202>true;2023-04-05 09:29:52;?;0.00051984;0.008
e_checkFemale_2828>true;2023-04-05 09:30:23;?;0.00084474;0.013
e_checkFemale_3194>true;2023-04-05 09:30:33;?;0.00181944;0.028
e_checkFemale_2989>true;2023-04-05 09:30:43;?;0.00168948;0.026
e_checkFemale_2703>true;2023-04-05 09:30:54;?;0.00051984;0.008
e_checkFemale_3101>true;2023-04-05 09:31:25;?;0.00123462;0.019
e_checkFemale_3117>true;2023-04-05 09:32:29;?;0.0009747;0.015
e_checkFemale_3140>true;2023-04-05 09:32:39;?;0.0012996;0.02
e_checkFemale_3005>true;2023-04-05 09:33:42;?;0.00168948;0.026
e_checkFemale_2927>true;2023-04-05 09:33:53;?;0.00142956;0.022
e_checkFemale_3047>true;2023-04-05 09:34:03;?;0.00116964;0.018
e_checkFemale_3073>true;2023-04-05 09:34:44;?;0.00077976;0.012
e_checkFemale_3120>true;2023-04-05 09:56:54;?;0.00025992;0.004
e_checkFemale_3046>true;2023-04-05 09:57:04;?;0.00142956;0.022
e_checkFemale_2859>true;2023-04-05 09:57:15;?;0.0003249;0.005
e_checkFemale_2982>true;2023-04-05 09:57:26;?;0.00168948;0.026
e_checkFemale_3099>true;2023-04-05 09:57:57;?;0.00175446;0.027
e_checkFemale_3070>true;2023-04-05 09:58:07;?;0.00201438;0.031
e_checkFemale_3003>true;2023-04-05 09:58:28;?;0.00272916;0.042
e_checkFemale_3069>true;2023-04-05 09:58:49;?;0.00103968;0.016
e_checkFemale_3023>true;2023-04-05 09:58:59;?;0.00103968;0.016
e_checkFemale_3160>true;2023-04-05 09:59:31;?;0.00123462;0.019
e_checkFemale_3296>true;2023-04-05 09:59:52;?;0.00175446;0.027
e_checkFemale_3086>true;2023-04-05 10:00:02;?;0.0019494;0.03
e_checkFemale_3065>true;2023-04-05 10:00:12;?;0.00142956;0.022
e_checkFemale_3139>true;2023-04-05 10:00:43;?;0.00181944;0.028
e_checkFemale_2968>true;2023-04-05 10:01:03;?;0.00045486;0.007
e_checkFemale_3097>true;2023-04-05 10:01:14;?;0.00266418;0.041
e_checkFemale_3237>true;2023-04-05 10:01:35;?;0.00123462;0.019
e_checkFemale_3022>true;2023-04-05 10:02:16;?;0.0012996;0.02
e_checkFemale_3155>true;2023-04-05 10:02:27;?;0.00084474;0.013
e_checkFemale_2744>true;2023-04-05 10:02:37;?;0.00136458;0.021
e_checkFemale_3037>true;2023-04-05 10:03:29;?;0.00058482;0.009
e_checkFemale_3181>true;2023-04-05 10:03:40;?;0.00071478;0.011
e_checkFemale_3307>true;2023-04-05 10:03:50;?;0.00149454;0.023
e_checkFemale_2929>true;2023-04-05 10:04:11;?;0.0009747;0.015
e_checkFemale_3092>true;2023-04-05 10:04:32;?;0.00110466;0.017
e_checkFemale_3144>true;2023-04-05 10:04:43;?;0.00181944;0.028
e_checkFemale_3323>true;2023-04-05 10:05:24;?;0.0016245;0.025
e_checkFemale_2871>true;2023-04-05 10:06:28;?;0.00188442;0.029
e_checkFemale_2731>true;2023-04-05 10:06:38;?;0.00058482;0.009
e_checkFemale_2923>true;2023-04-05 10:06:59;?;0.00110466;0.017
e_checkFemale_3265>true;2023-04-05 10:07:09;?;0.00201438;0.031
e_checkFemale_3169>true;2023-04-05 10:07:20;?;0.00110466;0.017
e_checkFemale_3043>true;2023-04-05 10:08:01;?;0.00038988;0.006
e_checkFemale_3198>true;2023-04-05 10:08:12;?;0.00168948;0.026
e_checkFemale_3126>true;2023-04-05 10:08:22;?;0.00110466;0.017
e_checkFemale_3163>true;2023-04-05 10:08:54;?;0.00149454;0.023
e_checkFemale_3123>true;2023-04-05 10:09:04;?;0.00038988;0.006
e_checkFemale_3056>true;2023-04-05 10:09:14;?;0.00071478;0.011
e_checkFemale_3369>true;2023-04-05 10:09:24;?;0.00058482;0.009
e_checkFemale_3164>true;2023-04-05 10:09:45;?;0.00045486;0.007
e_checkFemale_3157>true;2023-04-05 10:09:55;?;0.00149454;0.023
e_checkFemale_2959>true;2023-04-05 10:10:37;?;0.00071478;0.011
e_checkFemale_3368>true;2023-04-05 10:10:47;?;0.0019494;0.03
e_checkFemale_2908>true;2023-04-05 10:10:57;?;0.00110466;0.017
e_checkFemale_2932>true;2023-04-05 10:11:29;?;0.00149454;0.023
e_checkFemale_3175>true;2023-04-05 10:11:39;?;0.0016245;0.025
e_checkFemale_3177>true;2023-04-05 10:12:00;?;0.00201438;0.031
e_checkFemale_3354>true;2023-04-05 10:12:11;?;0.0006498;0.01
e_checkFemale_3105>true;2023-04-05 10:12:21;?;0.00038988;0.006
e_checkFemale_3221>true;2023-04-05 10:12:31;?;0.0019494;0.03
e_checkFemale_3090>true;2023-04-05 10:12:42;?;0.00181944;0.028
e_checkFemale_3273>true;2023-04-05 10:12:52;?;0.00045486;0.007
e_checkFemale_3027>true;2023-04-05 10:13:24;?;0.00019494;0.003
e_checkFemale_3311>true;2023-04-05 10:13:54;?;0.00272916;0.042
e_checkFemale_3389>true;2023-04-05 10:14:16;?;0.00103968;0.016
e_checkFemale_3373>true;2023-04-05 10:14:47;?;0.00168948;0.026
e_checkFemale_2813>true;2023-04-05 10:15:08;?;0.0;0.0
e_checkFemale_3283>true;2023-04-05 10:15:28;?;0.0019494;0.03
e_checkFemale_2794>true;2023-04-05 10:15:39;?;0.0;0.0
e_checkFemale_3083>true;2023-04-05 10:15:49;?;0.00116964;0.018
e_checkFemale_3020>true;2023-04-05 10:15:59;?;0.0006498;0.01
e_checkFemale_3058>true;2023-04-05 10:16:21;?;0.00103968;0.016
e_checkFemale_3193>true;2023-04-05 10:16:41;?;0.00136458;0.021
e_checkFemale_2719>true;2023-04-05 10:17:13;?;0.0025992;0.04
e_checkFemale_2999>true;2023-04-05 10:17:44;?;0.00123462;0.019
e_checkFemale_3072>true;2023-04-05 10:18:15;?;0.00110466;0.017
e_checkFemale_2738>true;2023-04-05 10:18:57;?;0.0019494;0.03
e_checkFemale_3133>true;2023-04-05 10:19:19;?;0.00077976;0.012
e_checkFemale_3053>true;2023-04-05 10:20:12;?;0.0016245;0.025
e_checkFemale_3203>true;2023-04-05 10:20:33;?;0.00155952;0.024
e_checkFemale_3183>true;2023-04-05 10:20:43;?;0.0019494;0.03
e_checkFemale_3246>true;2023-04-05 10:20:54;?;0.00201438;0.031
e_checkFemale_2886>true;2023-04-05 10:21:15;?;0.00084474;0.013
e_checkFemale_3151>true;2023-04-05 10:21:25;?;0.00123462;0.019
e_checkFemale_3224>true;2023-04-05 10:21:36;?;0.00058482;0.009
e_checkFemale_3225>true;2023-04-05 10:22:28;?;0.00051984;0.008
e_checkFemale_3333>true;2023-04-05 10:22:39;?;6.498E~05;0.001
e_checkFemale_3082>true;2023-04-05 10:22:49;?;0.00220932;0.034
e_checkFemale_3220>true;2023-04-05 10:43:51;?;0.00084474;0.013
e_checkFemale_3129>true;2023-04-05 10:44:33;?;0.0019494;0.03
e_checkFemale_3309>true;2023-04-05 10:44:43;?;0.00110466;0.017
e_checkFemale_3347>true;2023-04-05 10:44:54;?;0.0;0.0
e_checkFemale_3260>true;2023-04-05 10:45:25;?;0.0;0.0
e_checkFemale_3215>true;2023-04-05 10:45:46;?;0.00220932;0.034
e_checkFemale_3257>true;2023-04-05 10:45:56;?;6.498E~05;0.001
e_checkFemale_3342>true;2023-04-05 10:46:06;?;0.00168948;0.026
e_checkFemale_3234>true;2023-04-05 10:46:28;?;0.00103968;0.016
e_checkFemale_3454>true;2023-04-05 10:47:10;?;0.0009747;0.015
e_checkFemale_3276>true;2023-04-05 10:47:20;?;0.00090972;0.014
e_checkFemale_2856>true;2023-04-05 10:47:31;?;0.00142956;0.022
e_checkFemale_3433>true;2023-04-05 10:47:52;?;0.00136458;0.021
e_checkFemale_2763>true;2023-04-05 10:48:02;?;0.00246924;0.038
e_checkFemale_3412>true;2023-04-05 10:48:23;?;6.498E~05;0.001
e_checkFemale_3365>true;2023-04-05 10:48:34;?;0.00149454;0.023
e_checkFemale_3271>true;2023-04-05 10:48:55;?;0.00084474;0.013
e_checkFemale_3262>true;2023-04-05 10:49:15;?;0.0009747;0.015
e_checkFemale_3054>true;2023-04-05 10:50:07;?;0.00233928;0.036
e_checkFemale_3297>true;2023-04-05 10:50:28;?;0.00136458;0.021
e_checkFemale_3343>true;2023-04-05 10:50:59;?;0.00077976;0.012
e_checkFemale_3329>true;2023-04-05 10:51:09;?;0.0009747;0.015
e_checkFemale_3375>false;2023-04-05 10:51:40;?;0.00051984;0.008
e_checkFemale_3243>true;2023-04-05 10:51:51;?;0.00201438;0.031
e_checkFemale_3287>true;2023-04-05 10:52:01;?;0.00246924;0.038
e_checkFemale_3324>true;2023-04-05 10:52:12;?;0.00123462;0.019
e_checkFemale_3383>true;2023-04-05 10:52:33;?;0.00012996;0.002
e_checkFemale_3251>true;2023-04-05 10:52:53;?;0.00090972;0.014
e_checkFemale_3161>true;2023-04-05 10:53:03;?;0.0003249;0.005
e_checkFemale_3264>true;2023-04-05 10:53:14;?;0.00175446;0.027
e_checkFemale_3612>true;2023-04-05 10:53:25;?;0.00246924;0.038
e_checkFemale_3269>true;2023-04-05 10:54:08;?;0.00077976;0.012
e_checkFemale_3394>true;2023-04-05 10:54:18;?;0.00058482;0.009
e_checkFemale_3326>true;2023-04-05 10:54:39;?;0.0012996;0.02
e_checkFemale_3149>true;2023-04-05 10:55:22;?;0.0009747;0.015
e_checkFemale_3499>true;2023-04-05 10:55:43;?;0.00136458;0.021
e_checkFemale_3420>true;2023-04-05 10:55:53;?;0.0006498;0.01
e_checkFemale_3178>true;2023-04-05 10:56:24;?;0.00220932;0.034
e_checkFemale_3213>true;2023-04-05 10:56:35;?;0.00103968;0.016
e_checkFemale_3173>true;2023-04-05 10:56:46;?;0.00168948;0.026
e_checkFemale_2944>true;2023-04-05 10:57:17;?;0.00136458;0.021
e_checkFemale_3191>true;2023-04-05 10:57:38;?;0.00084474;0.013
e_checkFemale_2918>true;2023-04-05 10:57:48;?;0.00175446;0.027
e_checkFemale_2687>true;2023-04-05 10:57:59;?;6.498E~05;0.001
e_checkFemale_3031>true;2023-04-05 10:58:09;?;0.00175446;0.027
e_checkFemale_3238>true;2023-04-05 10:58:20;?;0.00142956;0.022
e_checkFemale_3204>true;2023-04-05 10:58:30;?;0.00116964;0.018
e_checkFemale_3606>true;2023-04-05 10:58:41;?;0.00077976;0.012
e_checkFemale_3453>true;2023-04-05 10:58:51;?;0.00246924;0.038
e_checkFemale_3604>true;2023-04-05 10:59:02;?;0.0009747;0.015
e_checkFemale_3319>true;2023-04-05 10:59:44;?;0.00246924;0.038
e_checkFemale_3328>true;2023-04-05 11:00:05;?;0.00025992;0.004
e_checkFemale_3211>true;2023-04-05 11:00:15;?;0.00058482;0.009
e_checkFemale_3242>true;2023-04-05 11:00:26;?;0.00155952;0.024
e_checkFemale_3462>true;2023-04-05 11:00:46;?;0.00142956;0.022
e_checkFemale_3388>true;2023-04-05 11:01:49;?;0.00253422;0.039
e_checkFemale_3473>true;2023-04-05 11:02:10;?;0.00116964;0.018
e_checkFemale_2980>true;2023-04-05 11:02:30;?;0.00214434;0.033
e_checkFemale_3376>true;2023-04-05 11:02:40;?;0.00188442;0.029
e_checkFemale_3505>true;2023-04-05 11:03:01;?;0.00188442;0.029
e_checkFemale_3285>true;2023-04-05 11:03:11;?;0.0012996;0.02
e_checkFemale_3395>true;2023-04-05 11:03:22;?;0.00220932;0.034
e_checkFemale_3425>true;2023-04-05 11:04:14;?;0.00058482;0.009
e_checkFemale_3572>true;2023-04-05 11:04:25;?;0.00149454;0.023
e_checkFemale_3104>true;2023-04-05 11:04:35;?;0.0019494;0.03
e_checkFemale_2920>true;2023-04-05 11:05:07;?;0.00220932;0.034
e_checkFemale_3270>true;2023-04-05 11:05:17;?;0.00181944;0.028
e_checkFemale_3277>true;2023-04-05 11:05:27;?;0.0006498;0.01
e_checkFemale_3482>true;2023-04-05 11:05:48;?;0.00103968;0.016
e_checkFemale_3525>true;2023-04-05 11:06:09;?;0.00116964;0.018
e_checkFemale_3480>true;2023-04-05 11:06:30;?;0.00077976;0.012
e_checkFemale_3599>true;2023-04-05 11:06:51;?;0.00188442;0.029
e_checkFemale_3408>true;2023-04-05 11:07:33;?;0.0012996;0.02
e_checkFemale_3561>true;2023-04-05 11:07:43;?;0.0009747;0.015
e_checkFemale_3280>true;2023-04-05 11:08:14;?;0.00142956;0.022
e_checkFemale_3174>true;2023-04-05 11:08:25;?;0.00233928;0.036
e_checkFemale_3036>true;2023-04-05 11:08:56;?;0.00246924;0.038
e_checkFemale_3042>true;2023-04-05 11:09:06;?;0.0;0.0
e_checkFemale_3127>true;2023-04-05 11:09:27;?;0.00019494;0.003
e_checkFemale_3041>true;2023-04-05 11:32:19;?;0.00084474;0.013
e_checkFemale_3336>true;2023-04-05 11:33:12;?;0.00077976;0.012
e_checkFemale_3556>true;2023-04-05 11:34:15;?;0.00103968;0.016
e_checkFemale_3235>true;2023-04-05 11:34:25;?;0.00142956;0.022
e_checkFemale_2951>true;2023-04-05 11:36:00;?;0.00155952;0.024
e_checkFemale_3554>true;2023-04-05 11:36:21;?;0.00181944;0.028
e_checkFemale_3364>true;2023-04-05 11:36:41;?;0.00142956;0.022
e_checkFemale_3239>true;2023-04-05 11:37:02;?;0.00110466;0.017
e_checkFemale_3449>true;2023-04-05 11:37:23;?;0.00071478;0.011
e_checkFemale_3422>true;2023-04-05 11:37:33;?;0.00149454;0.023
e_checkFemale_3414>true;2023-04-05 11:37:44;?;0.00058482;0.009
e_checkFemale_3504>true;2023-04-05 11:37:55;?;0.00116964;0.018
e_checkFemale_3591>true;2023-04-05 11:38:05;?;0.00155952;0.024
e_checkFemale_3542>true;2023-04-05 11:38:26;?;0.00077976;0.012
e_checkFemale_3532>true;2023-04-05 11:38:57;?;0.00045486;0.007
e_checkFemale_3197>true;2023-04-05 11:39:07;?;0.0016245;0.025
e_checkFemale_3806>true;2023-04-05 11:39:18;?;0.0016245;0.025
e_checkFemale_3275>true;2023-04-05 11:40:00;?;0.00201438;0.031
e_checkFemale_3292>true;2023-04-05 11:40:32;?;0.00110466;0.017
e_checkFemale_3303>true;2023-04-05 11:41:04;?;0.00142956;0.022
e_checkFemale_3551>true;2023-04-05 11:41:14;?;0.0016245;0.025
e_checkFemale_3597>true;2023-04-05 11:41:35;?;0.00012996;0.002
e_checkFemale_3566>true;2023-04-05 11:41:45;?;0.00123462;0.019
e_checkFemale_3777>true;2023-04-05 11:41:56;?;0.00142956;0.022
e_checkFemale_3531>true;2023-04-05 11:42:06;?;0.00045486;0.007
e_checkFemale_3229>true;2023-04-05 11:42:38;?;0.0019494;0.03
e_checkFemale_3506>true;2023-04-05 11:42:48;?;0.00136458;0.021
e_checkFemale_3673>true;2023-04-05 11:44:01;?;0.00045486;0.007
e_checkFemale_3716>true;2023-04-05 11:44:32;?;0.00110466;0.017
e_checkFemale_2962>true;2023-04-05 11:44:42;?;0.0016245;0.025
e_checkFemale_3767>true;2023-04-05 11:45:04;?;0.00123462;0.019
e_checkFemale_3593>true;2023-04-05 11:45:14;?;0.0019494;0.03
e_checkFemale_3632>true;2023-04-05 11:45:24;?;0.00181944;0.028
e_checkFemale_3750>true;2023-04-05 11:46:16;?;0.00155952;0.024
e_checkFemale_3320>true;2023-04-05 11:46:27;?;0.00149454;0.023
e_checkFemale_3279>true;2023-04-05 11:46:59;?;0.00116964;0.018
e_checkFemale_3357>true;2023-04-05 11:47:09;?;0.0012996;0.02
e_checkFemale_3693>true;2023-04-05 11:47:30;?;0.00188442;0.029
e_checkFemale_3465>true;2023-04-05 11:47:51;?;0.00084474;0.013
e_checkFemale_3247>true;2023-04-05 11:48:12;?;0.00155952;0.024
e_checkFemale_3466>true;2023-04-05 11:48:22;?;0.00155952;0.024
e_checkFemale_3439>true;2023-04-05 11:48:33;?;0.0;0.0
e_checkFemale_3437>true;2023-04-05 11:49:25;?;0.00025992;0.004
e_checkFemale_3464>true;2023-04-05 11:49:45;?;0.00110466;0.017
e_checkFemale_3557>true;2023-04-05 11:50:06;?;0.00084474;0.013
e_checkFemale_3540>true;2023-04-05 11:50:18;?;0.00175446;0.027
e_checkFemale_2619>true;2023-04-05 11:50:28;?;0.00123462;0.019
e_checkFemale_3553>true;2023-04-05 11:50:38;?;0.00175446;0.027
e_checkFemale_3567>true;2023-04-05 11:50:49;?;0.00181944;0.028
e_checkFemale_3517>true;2023-04-05 11:50:59;?;0.0022743;0.035
e_checkFemale_3577>true;2023-04-05 11:51:10;?;0.00103968;0.016
e_checkFemale_3652>true;2023-04-05 11:51:20;?;0.00188442;0.029
e_checkFemale_3038>true;2023-04-05 11:51:30;?;0.0009747;0.015
e_checkFemale_3455>true;2023-04-05 11:51:40;?;0.00090972;0.014
e_checkFemale_3138>true;2023-04-05 11:51:51;?;0.00051984;0.008
e_checkFemale_3496>true;2023-04-05 11:52:44;?;0.00084474;0.013
e_checkFemale_2638>true;2023-04-05 11:52:54;?;0.00090972;0.014
e_checkFemale_3633>true;2023-04-05 11:53:04;?;0.00201438;0.031
e_checkFemale_3245>true;2023-04-05 11:53:57;?;0.0003249;0.005
e_checkFemale_3305>true;2023-04-05 11:54:18;?;0.00123462;0.019
e_checkFemale_3530>true;2023-04-05 11:54:49;?;0.00116964;0.018
e_checkFemale_3434>true;2023-04-05 11:54:59;?;0.0019494;0.03
e_checkFemale_3619>true;2023-04-05 11:55:10;?;0.00168948;0.026
e_checkFemale_3130>true;2023-04-05 11:55:41;?;0.00051984;0.008
e_checkFemale_3301>true;2023-04-05 11:55:51;?;0.00272916;0.042
e_checkFemale_3153>true;2023-04-05 11:56:11;?;0.00090972;0.014
e_checkFemale_3520>true;2023-04-05 11:57:14;?;0.00181944;0.028
e_checkFemale_3624>true;2023-04-05 11:57:25;?;0.00142956;0.022
e_checkFemale_3823>true;2023-04-05 13:22:25;?;0.00077976;0.012
e_checkFemale_4019>true;2023-04-05 13:22:36;?;0.0006498;0.01
e_checkFemale_3467>true;2023-04-05 13:22:46;?;0.00168948;0.026
e_checkFemale_3877>true;2023-04-05 13:23:28;?;0.00155952;0.024
e_checkFemale_3602>true;2023-04-05 13:23:38;?;0.00019494;0.003
e_checkFemale_3614>true;2023-04-05 13:24:20;?;0.00058482;0.009
e_checkFemale_3829>true;2023-04-05 13:24:51;?;0.00019494;0.003
e_checkFemale_3682>true;2023-04-05 13:25:12;?;0.00019494;0.003
e_checkFemale_3799>true;2023-04-05 13:25:33;?;0.00220932;0.034
e_checkFemale_3917>true;2023-04-05 13:25:54;?;0.00181944;0.028
e_checkFemale_3289>true;2023-04-05 13:26:05;?;0.00181944;0.028
e_checkFemale_3843>true;2023-04-05 13:26:15;?;0.00136458;0.021
e_checkFemale_3747>true;2023-04-05 13:26:36;?;0.00071478;0.011
e_checkFemale_3784>true;2023-04-05 13:27:07;?;0.00188442;0.029
e_checkFemale_3949>true;2023-04-05 13:27:27;?;0.00012996;0.002
e_checkFemale_3885>true;2023-04-05 13:27:38;?;0.00188442;0.029
e_checkFemale_3869>true;2023-04-05 13:28:10;?;0.00045486;0.007
e_checkFemale_3332>true;2023-04-05 13:28:20;?;0.00071478;0.011
e_checkFemale_3443>true;2023-04-05 13:28:52;?;0.0012996;0.02
e_checkFemale_3945>true;2023-04-05 13:29:13;?;0.00155952;0.024
e_checkFemale_3625>true;2023-04-05 13:29:23;?;0.0006498;0.01
e_checkFemale_3638>true;2023-04-05 13:29:34;?;0.00142956;0.022
e_checkFemale_3286>true;2023-04-05 13:30:48;?;0.00123462;0.019
e_checkFemale_3400>true;2023-04-05 13:30:59;?;0.00058482;0.009
e_checkFemale_3713>true;2023-04-05 13:31:09;?;0.00077976;0.012
e_checkFemale_3837>true;2023-04-05 13:31:29;?;0.00207936;0.032
e_checkFemale_3613>true;2023-04-05 13:32:41;?;0.00038988;0.006
e_checkFemale_3594>true;2023-04-05 13:32:52;?;0.00051984;0.008
e_checkFemale_4221>true;2023-04-05 13:33:02;?;0.0012996;0.02
e_checkFemale_3432>true;2023-04-05 13:33:22;?;0.00168948;0.026
e_checkFemale_4128>true;2023-04-05 13:54:48;?;0.00084474;0.013
e_checkFemale_4167>true;2023-04-05 13:55:09;?;0.00071478;0.011
e_checkFemale_3582>true;2023-04-05 13:55:19;?;0.0012996;0.02
e_checkFemale_4141>true;2023-04-05 13:55:30;?;0.00116964;0.018
e_checkFemale_3764>true;2023-04-05 13:55:41;?;0.00090972;0.014
e_checkFemale_3679>true;2023-04-05 13:55:51;?;0.00175446;0.027
e_checkFemale_3994>true;2023-04-05 13:56:22;?;0.0;0.0
e_checkFemale_3490>true;2023-04-05 13:56:43;?;0.00058482;0.009
e_checkFemale_3571>true;2023-04-05 13:56:53;?;0.00168948;0.026
e_checkFemale_3085>true;2023-04-05 13:57:24;?;0.0;0.0
e_checkFemale_3771>true;2023-04-05 13:57:55;?;0.00220932;0.034
e_checkFemale_4160>true;2023-04-05 13:58:26;?;0.00181944;0.028
e_checkFemale_3948>true;2023-04-05 13:59:08;?;0.00116964;0.018
e_checkFemale_3941>true;2023-04-05 13:59:18;?;0.00012996;0.002
e_checkFemale_4369>true;2023-04-05 13:59:39;?;0.00246924;0.038
e_checkFemale_4015>true;2023-04-05 13:59:50;?;0.0016245;0.025
e_checkFemale_3618>true;2023-04-05 14:00:00;?;0.00136458;0.021
e_checkFemale_4124>true;2023-04-05 14:00:10;?;0.00149454;0.023
e_checkFemale_3975>true;2023-04-05 14:00:21;?;0.00110466;0.017
e_checkFemale_3873>true;2023-04-05 14:00:31;?;0.00168948;0.026
e_checkFemale_3897>true;2023-04-05 14:00:52;?;0.0003249;0.005
e_checkFemale_3714>true;2023-04-05 14:01:03;?;0.00246924;0.038
e_checkFemale_3871>true;2023-04-05 14:01:14;?;0.00012996;0.002
e_checkFemale_3413>true;2023-04-05 14:02:17;?;0.0022743;0.035
e_checkFemale_3668>true;2023-04-05 14:02:27;?;0.00123462;0.019
e_checkFemale_4189>true;2023-04-05 14:02:48;?;0.00207936;0.032
e_checkFemale_3518>true;2023-04-05 14:02:58;?;0.00246924;0.038
e_checkFemale_4105>true;2023-04-05 14:03:40;?;0.00188442;0.029
e_checkFemale_3715>true;2023-04-05 14:04:11;?;0.00084474;0.013
e_checkFemale_3914>true;2023-04-05 14:04:32;?;0.00168948;0.026
e_checkFemale_3901>true;2023-04-05 14:04:42;?;0.00168948;0.026
e_checkFemale_4156>true;2023-04-05 14:04:52;?;0.00084474;0.013
e_checkFemale_3660>true;2023-04-05 14:05:02;?;0.00168948;0.026
e_checkFemale_4009>true;2023-04-05 14:05:12;?;0.00136458;0.021
e_checkFemale_3538>true;2023-04-05 14:05:23;?;0.00084474;0.013
e_checkFemale_4345>true;2023-04-05 14:05:54;?;0.00084474;0.013
e_checkFemale_4097>true;2023-04-05 14:06:04;?;0.0019494;0.03
e_checkFemale_4064>true;2023-04-05 14:06:14;?;0.00201438;0.031
e_checkFemale_3732>true;2023-04-05 14:06:45;?;0.00136458;0.021
e_checkFemale_3485>true;2023-04-05 14:07:07;?;0.0012996;0.02
e_checkFemale_4107>true;2023-04-05 14:07:18;?;0.00045486;0.007
e_checkFemale_4048>true;2023-04-05 14:07:49;?;0.0022743;0.035
e_checkFemale_4201>true;2023-04-05 14:08:00;?;0.00051984;0.008
e_checkFemale_4166>true;2023-04-05 14:08:10;?;0.0019494;0.03
e_checkFemale_3865>true;2023-04-05 14:08:21;?;0.00012996;0.002
e_checkFemale_3772>true;2023-04-05 14:08:42;?;0.00077976;0.012
e_checkFemale_4031>true;2023-04-05 14:08:52;?;0.00220932;0.034
e_checkFemale_3733>true;2023-04-05 14:09:34;?;0.0022743;0.035
e_checkFemale_4260>true;2023-04-05 14:10:59;?;0.00201438;0.031
e_checkFemale_4196>true;2023-04-05 14:11:10;?;0.0016245;0.025
e_checkFemale_3724>true;2023-04-05 14:11:30;?;0.0016245;0.025
e_checkFemale_3834>true;2023-04-05 14:11:40;?;0.0016245;0.025
e_checkFemale_4062>true;2023-04-05 14:12:01;?;0.00077976;0.012
e_checkFemale_3758>true;2023-04-05 14:12:22;?;0.0009747;0.015
e_checkFemale_4132>true;2023-04-05 14:12:32;?;0.00084474;0.013
e_checkFemale_3883>true;2023-04-05 14:12:43;?;0.00149454;0.023
e_checkFemale_3671>true;2023-04-05 14:13:04;?;0.00201438;0.031
e_checkFemale_3973>true;2023-04-05 14:13:14;?;0.00136458;0.021
e_checkFemale_3734>true;2023-04-05 14:13:36;?;0.0019494;0.03
e_checkFemale_4342>true;2023-04-05 14:13:56;?;0.0006498;0.01
e_checkFemale_3856>true;2023-04-05 14:14:07;?;0.00201438;0.031
e_checkFemale_4080>true;2023-04-05 14:14:27;?;0.00077976;0.012
e_checkFemale_4136>true;2023-04-05 14:15:09;?;0.00077976;0.012
e_checkFemale_3891>true;2023-04-05 14:15:19;?;0.0012996;0.02
e_checkFemale_3180>true;2023-04-05 14:15:40;?;0.00207936;0.032
e_checkFemale_3494>true;2023-04-05 14:15:50;?;0.00110466;0.017
e_checkFemale_3918>true;2023-04-05 14:16:32;?;0.00116964;0.018
e_checkFemale_3600>true;2023-04-05 14:16:42;?;0.00220932;0.034
e_checkFemale_3947>true;2023-04-05 14:16:52;?;0.00155952;0.024
e_checkFemale_3718>true;2023-04-05 14:17:44;?;0.00201438;0.031
e_checkFemale_4212>true;2023-04-05 14:18:05;?;0.0016245;0.025
e_checkFemale_3815>true;2023-04-05 14:18:16;?;0.00279414;0.043
e_checkFemale_3882>true;2023-04-05 14:18:37;?;0.00149454;0.023
e_checkFemale_4021>true;2023-04-05 14:19:08;?;0.0009747;0.015
